"longitude","latitude","elevation","precip_mean","tmax_mean","NDVI","Red","Green","Blue","eco_values","Temperatur","Moisture","Landcover","Landforms","Climate_Re","W_Ecosystm"
5.95,45.8,431.964916671376,81.0937285921777,-2.05195919516445,0.636308215284773,100,150,37,173,"Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist","Warm Temperate Moist Cropland on Mountains"
5.98823529411765,45.8,432.309197434797,81.103395057067,-2.05349885889133,0.635952323053197,100,150,37,173,"Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist","Warm Temperate Moist Cropland on Mountains"
6.02647058823529,45.8,459,81.8528,-2.17286324086427,0.608361326701518,100,150,37,173,"Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist","Warm Temperate Moist Cropland on Mountains"
6.06470588235294,45.8,459,81.8528,-2.17286324086427,0.608361326701518,100,150,37,173,"Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist","Warm Temperate Moist Cropland on Mountains"
6.10294117647059,45.8,459,81.8528,-2.17286324086427,0.608361326701518,100,150,37,173,"Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist","Warm Temperate Moist Cropland on Mountains"
6.14117647058824,45.8,459,81.8528,-2.17286324086427,0.608361326701518,100,150,37,173,"Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist","Warm Temperate Moist Cropland on Mountains"
6.17941176470588,45.8,459,81.8528,-2.17286324086427,0.608361326701518,100,150,37,173,"Warm Temperate","Moist","Cropland","Mountains","Warm Temperate Moist","Warm Temperate Moist Cropland on Mountains"
6.21764705882353,45.8,452.658427058041,81.3643176956709,-2.12791102942604,0.611336255973344,96.0742643692637,141.645229298689,33.2755841451989,166.960406721944,"Cool Temperate","Moist","Settlement","Mountains","Cool Temperate Moist","Cool Temperate Moist Settlement on Mountains"
6.25588235294118,45.8,422.057527008408,77.6077535398623,-1.69824494006849,0.55034914596491,61,67,0,113,"Cool Temperate","Moist","Settlement","Mountains","Cool Temperate Moist","Cool Temperate Moist Settlement on Mountains"
6.29411764705882,45.8,422.095968863762,77.6086501396687,-1.6982035689851,0.550219961919853,61,67,0,113,"Cool Temperate","Moist","Settlement","Mountains","Cool Temperate Moist","Cool Temperate Moist Settlement on Mountains"
