"eco_values" "species" "latitude" "longitude" "date_obs" "source" "Temperatur" "Moisture" "Landcover" "Landforms" "Climate_Re" "Red" "Green" "Blue" "W_Ecosystm" "color" "elevation" "NDVI" "precip_mean" "tmax_mean" "current_t_july" "future_t_july" "july_temp_change_c"
"pr_lon:9.3532127396_lat:46.8701973709" 5 "Cypripedium calceolus" 46.8701973709 9.3532127396 2025-05-16 "inat" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2555 0.172 159.538461538462 1.47307692307697 6.35000000000002 7.45000000000005 1.10000000000002
"pr_lon:7.1374716342_lat:46.2389329323" 5 "Salamandra atra" 46.2389329323 7.1374716342 2025-08-22 "inat" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2741 0.0607 154.923076923077 0.419230769230808 5.85000000000002 6.85000000000002 1
"pr_lon:9.24529_lat:46.95934" 5 "Salamandra atra" 46.95934 9.24529 2025-05-26 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2464 0.1715 185.692307692308 2.89615384615388 7.55000000000001 8.65000000000003 1.10000000000002
"pr_lon:7.672480292_lat:46.4309493404" 5 "Cypripedium calceolus" 46.4309493404 7.672480292 2024-07-04 "inat" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 3282 0.0064 176.692307692308 -2.42692307692306 3.35000000000002 4.35000000000002 1
"pr_lon:9.2728952507_lat:46.9050736583" 5 "Cypripedium calceolus" 46.9050736583 9.2728952507 2025-05-16 "inat" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2503 0.0257 195.846153846154 0.634615384615415 5.45000000000005 6.55000000000001 1.09999999999997
"pr_lon:7.08233_lat:46.20839" 5 "Salamandra atra" 46.20839 7.08233 2025-06-03 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2283 0.0395 139.615384615385 2.82692307692309 8.25000000000006 9.25000000000006 1
"pr_lon:7.08233_lat:46.20839.1" 5 "Salamandra atra" 46.20839 7.08233 2025-06-16 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2283 0.0395 139.615384615385 2.82692307692309 8.25000000000006 9.25000000000006 1
"pr_lon:9.24529_lat:46.95934.1" 5 "Salamandra atra" 46.95934 9.24529 2025-05-26 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2464 0.1715 185.692307692308 2.89615384615388 7.55000000000001 8.65000000000003 1.10000000000002
"pr_lon:9.24529_lat:46.95934.2" 5 "Salamandra atra" 46.95934 9.24529 2025-05-26 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2464 0.1715 185.692307692308 2.89615384615388 7.55000000000001 8.65000000000003 1.10000000000002
"pr_lon:7.08233_lat:46.20839.2" 5 "Salamandra atra" 46.20839 7.08233 2025-06-16 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2283 0.0395 139.615384615385 2.82692307692309 8.25000000000006 9.25000000000006 1
"pr_lon:9.3562324639_lat:46.8918207916" 5 "Cypripedium calceolus" 46.8918207916 9.3562324639 2025-05-16 "inat" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2536 0.0293 174.769230769231 -0.319230769230728 4.35000000000002 5.45000000000005 1.10000000000002
"pr_lon:8.51913_lat:46.78856" 5 "Salamandra atra" 46.78856 8.51913 2025-06-07 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2637 -0.0516 197.230769230769 -0.688461538461524 4.75000000000006 5.85000000000002 1.09999999999997
"pr_lon:8.0044547156_lat:46.6671799494" 5 "Salamandra atra" 46.6671799494 8.0044547156 2025-08-21 "inat" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2472 0.1898 187.461538461538 1.10384615384618 6.55000000000001 7.65000000000003 1.10000000000002
"pr_lon:9.356232_lat:46.891821" 5 "Cypripedium calceolus" 46.891821 9.356232 2025-05-16 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2536 0.0293 174.769230769231 -0.319230769230728 4.35000000000002 5.45000000000005 1.10000000000002
"pr_lon:9.24529_lat:46.95934.3" 5 "Salamandra atra" 46.95934 9.24529 2025-05-26 "gbif" "Polar" "Moist" "Sparsely or Non vegetated" "Mountains" "Polar Moist" 156 150 138 "Polar Moist Sparsely or Non vegetated on Mountains" "#9C968A" 2464 0.1715 185.692307692308 2.89615384615388 7.55000000000001 8.65000000000003 1.10000000000002
